qid,uid,label
0efcf9df89e6e001b4d6bc356ffbacb4,93ce3342700409981170a8f9c408ea82,1.0
212159be4a962a205c6828ac8e127370,f11c4d18d1c4be996e4f2f45acb5aec1,2.78947368421
2c0b37d0bc308884755803470afde4c8,7e680197955f3cf3944d9cbbc643ccb5,1.95774647887
aee881c18244e06d4ad36817352a090f,099a9188974312e1793cb6aec58290da,1.0
082d68444c80187b6199cf6332549ef8,1d1e4b7c3f1b78a25c8a5a57f93f25db,1
a33ec7aec1b3afa1c4e12973bca16524,696839b249a9c3c2b2a6b1671e19165c,3.03174603175
59eb20f70a83959faa977ab4d224b9a3,2cab036f0f1734f5d87d7dad4bd2b048,1.57142857143
fa80492a334a17bfe55748e594322c2c,abeb690eb7470daa35fde5e2dc28436b,1.0
d6cb1cfbbb869e78f0f5c0a2d54373b7,4dd1226a677b00495895f355db8c0c38,1.0
055b138ad72404841e08d01d54e83845,d001af144599e50a51730da52ae5bf2f,2.33333333333
283a143767d9de078e33c4a39650539a,023826b00747edabe47140b38ec4b293,1.0
8ae558c918ff593c40c80585373eb1b8,8345c24a4266ff86569e776275812b12,1
14b8b992993dab40881808fdaab9b240,fb3699b81ca06e88d3aaebbdb003ea93,1.0
68752530ead07d64c82baab84598daf5,d490ab5eecde018d6118b10bdeb9821a,2.02564102564
46b75e96262dbd75ebd1f6715312e7f7,307d30ccc1c89b65e45fd230df50bdea,1.0
1ba7934f885d2bc1c131a3f3e1e54b94,864b68e896b7a5fcbf0cda210089bf95,1.0
97c59985f8ee323250067ae30358a73c,bb98d6a10614ae57ce7ff8363324579a,2.18181818182
8cc470e1c655b5bbf6e8684509b44205,939b24753f3158f897cd3c9ec6861061,1.0
14293b550389354920ddbdfc6f81bbda,75bc9f876781cd8ae0c740aa547723b1,1.0
ca29d83b0a7b87aaede4f93929646e8a,72434d71201bd4c173b43775fb6118a4,2.51724137931
89c13a14e27fe5759270fdfd83b551a5,9615cf2f6c29e044876b32a83bd51af2,1.0
51f4b0fdfa7d0f958daf495eb6786b5d,82e754f5a1cfb214e842f99cedf8c8dc,2.625
8d3e34d45d2cfcb9da0e0bc780e33504,5533ee5661eba7b33a8bb7493d97a7ec,1.0
55de36bc40fbe5c03fd22e2aa5e4c5b1,854a50698986279f37d4e9d02ad579a5,1.21052631579
c181c60fca4f4a3ccde9fc53312cb42b,c3c02eea8f687f6fbbdeb19283ebf329,1.0
2bb63abd2f2236f1ac9eac5474f48db7,93fe72a1a993be5f65481498a840e0fa,1.5
d392f17bf32fa4e4f72d7559894e42f8,60dc91a75f810923cf97c3808e49e6e0,2.85365853659
7062fcff0148876694f6500a772eaee2,025d1096fc88a2f312f4b7515b041067,1.11764705882
4405939f4fb2c98c16e45ecb8a6f5545,6e12a5b665ed5bc3627d63c549354087,2.47826086957
9c7b16bc5e44b27508dfe5e4df429ab5,87e6a51d88c3bf28349e003330e9cd1c,1.0
472255d8d51a1efc2813bafeeb0c197c,4fc7a5cdd04e9cafaee525d994581131,1.0
c31ef2faf3a00962aa0ff18d2a5be459,97a6444650b1b8f1bfe840be37c5fcdc,1.0
cd6550412023768008c6576f8dabe12b,63de4eddfed288990bd4d2c70d3aa4ac,1.0
f66161dffd1e7d939e7b55eb823629ad,c628f794f0c66961c004824b803f3a73,1.0
2a0cf109de60d800d2af24167996c691,752406bfd2febd4aa130a90dd1db48d7,1.0
7bcff1c16eefa9618a6470ce386c61a3,9b055fd3d165dd92a785fc2f60b4b9a5,1.0
1d75ef2319f9d48d9216d9c8a9ab1889,da27ee03d704c036e93c1900e54bbf77,1.0
d6af1f068f5f7ed49201a7190b455306,d0b5598d66f1988a880da5f8789d8185,1.67924528302
25c1e69cb56115d35f33f7be1641ddfa,fc0e8201447fb3c29c02771cea91c3e9,2.2
a47b2c4c3a8e8ef06d58ef036462bf0e,16786875bb78a096a62931ea4d254d3a,1.0
de28dfe8980b4cacc3383dfe828e5d9e,e161bfc0cf5058c772aaca5c8ba5bb5c,1
de28dfe8980b4cacc3383dfe828e5d9e,162d311bd1ac2b2a4254287b446b0283,1.8
507a53c20a75b5d2979f3c7b5ba005f1,22db488bee61dc2cc1dc1177a5aaf07e,1.28571428571
bbe9a6a80341c9a1ceee537088b69b88,50aaf3e3ec21da1a3ba371afc26c4f0a,1.0
79adf26c32ced4e55865e2b7cad4d303,86d176a11d073a6b8ffe6ca9c000737f,1.0
f8edbc893e4ec74c35822311217b9192,e0ed548811dab2ab11a6a90e2a1c6298,1.0
78d1fe3491b71ab01738e40b505b23b7,d7b3c50ba63f0c504d24fc26e0767178,1.0
77dbc5caf52239c2dadc7074159ea7bd,7d90b3340ad68d02db0d7730bd8f4147,1.0
a4da7035f8bf53352b9f4107bacf1f9c,940a79e77584f7e1fc3e287cd0183022,1.90909090909
11548824c1f876fdcaf3ac1e81594f0e,5d5750025b71cdf71186e7def46a43ce,1.0
863be70c7fa00ec9a856b8cd08a139ef,90da2830761bf8d4b20387f1694ef45a,1.18604651163
37f8216e399120c3625902f013062d69,e14bac94544f846002bfc65229855e2f,2.84615384615
b258e1716f0bdb1ddbf18495a1e2568e,e0085c9bb57f84b4770f0d87d2db0e75,1.0
f032872e721ba507bc44cee4c93ed5a2,65d838832c8b46c198c0eca27b804617,5.0
9440a34d6e80bca7c868776ebc420aba,b0c911b87af13647426d0211b0f7f273,1.0
e5fd3dead23a3415faf6d505e97fae80,6de705c57310056eb619f20f6334aae1,1.0
8f36cfc717dc2aa126bcb88372fa026d,2a243731bb050aeed9d6504eeb74d6dc,2.6
01b4c02c114fb4b1d804c5973bdd58ac,71fb98a4b962a637261102a9526402da,1.88888888889
fd77089ff15e6cccf8236ded58153ae3,e015705875e01f754aa018343b0f0b4d,1.0
8de4739de2168498af24272a300d5da5,67dd12d3af41f71eba8fec078c8f8b8b,1.36363636364
5bb4ff4ea2c2ae3d7a7b1432b58e82aa,d68738edeedf3a8ce06d8309b28b8ab6,1.0
ed4209c2284dbfdcb2dbf0350d67f72e,3324693214947db71ee6adb3d97a4142,1.0
2d6618731806af704ab27c8d8bd4f90f,ca6fa503fe48e03985b29ffa079705a5,1.57142857143
04c69f29fc00716eded34bb55f4f5b62,e91c0ac196f45f98dbde4e8836ff3d3d,1.0
f33383b49b457054b5c5b6def6f46c3f,54cf0a534d57eecb3d6ba679f75ae83c,1.0
14ab779837b4141c051ee37e05b74657,020a56cf301548313ed0a87b25cb45f9,1
6e68eebc143b87a68075aef267fbdbf3,f860326fbf0096ec3f0f488880d6073e,1.0
956a14ae0dc73cb5a0075fa41c84a3c8,ae3604884db9228633a4b4b316924402,1.34782608696
211feaa8ca565b34c161f1aa6050de3a,f2138f3b3aa7791d3aaa26ac93d3aa15,1.0
7a179249226bad18549b7858bd39f9c9,816db76301f33b534b84b95a92c62691,1.0
4c589ff81dbec3204adfcd9ebfb74179,2103455d444dd9de5d7e11ae590d6e1a,1.0
ea40e1ca84b24099091ed35cc602ce9b,ee608b86426bdc908ad1cb4a03d52458,1
