qid,uid,label
e888f91bd5d4710599cf217ee69dbdd6,70bb201283097d15f06e549af990e9be,1.21052631579
bb5450437a4d0fc280d09e489b84ac9e,acfde6daece350084e3a77e98972f2fb,1.0
29deed3d34a8c5d30bd81e565df1c6f6,fad1b450df68290132264b7d61c49402,1.0
a9a648eb30a409b968e516b0b221fe48,5dd58438e4a100bc3780e19b60be74f4,1.23529411765
d7ec76388c7f3969e07c0f8ba64ce0af,1c3a3fb34747b840e9ff94cde1fb0d95,1.0
612aa28526bac870a542cb468cbbf05c,5cfe6d2e9ba6ff963fa7dbed6b8bcc57,1.0
a6d0f6251a52cecd0bfe7f55e51aa4b6,60892dc506de29c8c03d1a601ede3566,1.13333333333
bf99f0a03a1691c6d7b279b430ad236a,770441625440642cad910d2a9e074859,3.0
d75e5a2e93ed2b091c46eef31d7df802,d2484446f72ed0ec09b00457b1b15774,1.0
8d859ab9b851e04216f1a29529bbb88d,dad55bf0cd1c6b3a17a04221ab30e534,1.0
2c0b37d0bc308884755803470afde4c8,fc9a3f7c9b87028394319fc30f725670,1.8
94c3c9c4bd494941a83c84c3e14537dd,95ddd0e8c372976db4eabede5b1bf3d2,1.23529411765
e065f8fcc986da7ace0eaa7b968b8d2d,b45a9f45de95f9a9379165553f32a5ec,1
aa0f11110b8ff3b1eadb41cf2bef657a,59aa082f704cf4c2ed2d3413396dd7f6,1.0
91f16dd51898e8dfcc4e1848f223a900,6c3737153daf45f281810fffed483bd9,1.64285714286
f7879f2a7884925d7416f89343c95896,81df75af9c24814d205c19ce91140300,1.0
59091f7e76813e270fa35fc0aee75b3b,4d1c79646d3cb509b3ce9d074155a49a,5.0
78920e75ffa0cbc3cd707f26ef97cf0a,d4eb2fcdd122321e5d62c832457af3bd,1.28571428571
76d24a6d3f7a2229fbdfedded5efb0eb,43069148f561e6c0192de475afda3c4c,1.0
3bb274672b35a17fb4c03600bb7e109d,3b0f4165e945c801f95f59ca96efac9e,1
8c71c4cacbbdd85fe80d78ffe2d3291d,50aaf3e3ec21da1a3ba371afc26c4f0a,1.0
e1befe095f6798bac50aa9843982d4a3,50af4905658344209cf83232284a8ac4,1.0
aee881c18244e06d4ad36817352a090f,3074873a9ce268989cc31e6a43217bf7,1.18181818182
d30e159f20e3616ec0e465513a45914c,5e2a8a53f4c4c0f73275f3c2b4b23385,1.08888888889
a15addfe0bdbd9cc29deb51f058dbef5,c6d5bf1fa22d0c5cec78c8af52b44467,1.0
d7777c477211a91893a689c60d9dbec2,129ab411a59116dd47e4e9f89159f9b8,1.0
2713ad7a64f548a1a53f982974d1fd18,38ec7fdc739b4a7318bf2f6d26b0c47b,1.0
a00db820c3b00ddb16203ef4e3443c05,f1c7443b55836a1b694dac561b76f96d,1.0
684fe3ff4f606aa69ae20cd0dfbcb239,f5bc5f4f0cba30e7020ec75eeaf89615,1.13333333333
4811fca19beb2245913cd84e77a2fcbd,72ac0ea108834ca016bce32cb5fc837f,1.0
5777933407271dc9525a65bbe71f4b01,9bf3c6cac6b00cdfa680b780ee627071,1.0
84b9b35413af086bd57b1651ee00dbf8,4fb90f789a2f9517523f66e281c6721e,1.5
24af5106808bc0f74d2d7bac214a179e,e13391dba170914c7939b7fde9414268,1.0
e86380da3679b8db18334df981e1e2a4,ff1a89b7fc9e3bb568551856228924d7,1.55172413793
e5a51288e682387622d02497012322e4,81276705e6c478bcbebba991799240c4,1.0
549cef934d26187a0d7c8eb6008198e6,df5ec58a328034270f70663428b2ab87,1.8
3671e863b1b9ad5834acd769fe2ec0e4,0c5fbc78e520064341ffaaac497dfa8f,1.55555555556
a39c1bccd57bbdea4a56c91a6144b7db,e552ba9157f320561c9b3a9a02a0986d,1.20338983051
0b3ed7dcb6b3d82c7c5aacbd71f9d88d,64899a92395a9ee84d74f1d387e132f7,1.0
fadac809ed0a4e5f3019421d492737b9,0672ec30bd40faedf8507b71920c640b,1.0
e1c70c66815b44d0c0d333c0128691f7,3f16be0646bd09939a7a312d749e3c4f,1.0
7c283eec10f3481700089139934a2d20,a8ce33b79f0acd6624ac3f2a1d3b03ec,1.0
055f88b9239d79ef8e19efa2b60eebda,29e52b659144f578779d2f141571766f,1
791408959f478ade8fe2fefe59be735b,dd281963ccd64399e503c08e9e7ffc67,1.0
884fcb8a92a732687b9e0b8829ed37e7,29bd2c991da0af713280840b25dba2f7,1.0
956a14ae0dc73cb5a0075fa41c84a3c8,ad1e72f2829634339f33e15c4cc52a7d,1.28169014085
0eafb1606801a9924bfb5eed8bda392e,548b403275fd1fdedd48a331cd75f270,1.0
ee8d9f089dd97d3e8e9de0d33add38cc,a3c509a0a468f98932c4d9704e1e4f93,1.0
