qid,uid,label
c18319ddcb344228b273e971f98ab275,bc98e3adcc68cd71df6398ce1ffd4d00,1.42857142857
26d118ae68ed1a25bf687fc8583aedcd,1fc1783a0a409dd1eab0d5c4e00c0b38,1.08695652174
5de9890915e9dc6f4e226036c6632667,2894602e769afb6b4a9453661bab0d41,1.61538461538
f33383b49b457054b5c5b6def6f46c3f,fe61eab217975e00dc2414fa85d0f6a1,1.0
08c3a1126c25abdeeb66cbb7b033c03a,36424bec867285fb76049de3ed38e237,1
921ddae14e5e28c84c010409480079c6,b82eeba7b4aa83c40eeaa26578a4f8a2,1
53ae172ec7edf46f6aa8281292638e88,63340907e0022f3e8ff4d99bbdcaee2c,1.0
7142c5fb5fadd9a83869ec7b594404fe,ff394c6eaf080897c4c129a58d858eb8,1.44444444444
e0837d6699674ad99de12869635ab5a9,705a05f5fb7dad56fac864160b593dc1,2.88235294118
25b46ece20ce36b4926fd825e31670a6,b7131a5c596e53a3a69853f7f82056a4,1.0
735489d6d718718076ffe10ebbd01631,65d61c30dfa1a4b3ba29ca7e7a702f9d,1.0
15bbf7313984508478c0af9dd412eecc,68609a4a0a8960675ea4c60a70f2f32b,1.0
0d77b2068254825dd7dd972b3a603b1a,5f3d0247180906094a4da558840eaa5e,1.0
a7808513970cce7383b56341eaebab5f,b5a3c22eae476a08fdbcd3a2b1ab9258,2.14285714286
60ed67739317f1d8f9b23ed5272276b5,389d1241e61c02a0ed6faffe104913d0,1.0
d4147e2aa4bcc76573f21919b5837c1b,d06e67e5798a9cf0735ba77272028466,1.30769230769
aa97d969b9550c6173e9b1fe74f7624b,8ef372dd5caa7d519c247f992999888b,1.0
97a314ac8dd419a82915edc146503a28,5297db63bd8cdf4caa6eaaa7e7dd9492,1.66666666667
ebc683cb689d86a5bc4129dbe02ca44b,ff0a28d82e8e1b7c8b45452699fb6987,1.23188405797
78cdffd108ae4925a1d019b0edeefa2f,5b3b762fdc08fbc3eeaf8842c9aeeb1d,1.0
3524820d3e01f33603fec2bb603e509e,2a429916901e23f3201e291d741d5a78,3.28571428571
154431e4e5346fa52c5e23620ed8a9b8,977d4b703c1d702becd00107089b51ea,1.09523809524
a594062b6c3c52692a68c11d3b8f6bfa,44f4149ddd40b18978c1dcd875d1022d,2.84615384615
